original_address,clean_address,latitude,longitude
"21572 Windham Run, Estero, FL 33928","21572 Windham Run, Estero, FL 33928",26.42805065329,-81.774847756325
"873 Grand Rapids Blvd, Naples, FL 34120","873 Grand Rapids Blvd, Naples, FL 34120",26.297118261886,-81.591066744704
"22736 Island Pines Way S # 201, Fort Myers Beach, FL 33931","22736 Island Pines Way South # 201, Fort Myers Beach, FL 33931",26.417255487154,-81.900786245699
"4255 Redonda Ln, Naples, FL 34119","4255 Redonda Ln, Naples, FL 34119",26.256926479069,-81.707477312418
"14768 Pinnacle Pl # 64, Naples, FL 34119","14768 Pinnacle Pl # 64, Naples, FL 34119",26.254490511205,-81.690854980811
"10138 Sunshine Dr, Bonita Springs, FL 34135","10138 Sunshine Dr, Bonita Springs, FL 34135",26.3515211,-81.784417
"8732 Madrid Cir, Naples, FL 34104","8732 Madrid Cir, Naples, FL 34104",26.157251901296,-81.692239976718
"28283 Jeneva Way, Bonita Springs, FL 34135","28283 Jeneva Way, Bonita Springs, FL 34135",26.3231998,-81.6911014
"7330 Estero Blvd # 902, Fort Myers Beach, FL 33931","7330 Estero Blvd # 902, Fort Myers Beach, FL 33931",26.412100123512,-81.89974323302
"15351 Upwind Dr, Bonita Springs, FL 34135","15351 Upwind Dr, Bonita Springs, FL 34135",26.320778,-81.695895
"2081 Crestview Way, Naples, FL 34119","2081 Crestview Way, Naples, FL 34119",26.265507167377,-81.70945234707
"1343 Park Lake Dr # 13r, Naples, FL 34110","1343 Park Lake Dr # 13r, Naples, FL 34110",26.288476987668,-81.791905935458
"4349 Sonoma Oaks Cir, Naples, FL 34119","4349 Sonoma Oaks Cir, Naples, FL 34119",,
"15489 Summit Place Cir # 302, Naples, FL 34119","15489 Summit Place Cir # 302, Naples, FL 34119",26.257704717425,-81.693097288355
"7498 Rockefeller Dr, Naples, FL 34119","7498 Rockefeller Dr, Naples, FL 34119",,
"3365 Wildwood Lake Cir, Bonita Springs, FL 34134","3365 Wildwood Lake Cir, Bonita Springs, FL 34134",26.3807519,-81.8117744
"10507 Otter Key Ln, Estero, FL 33928","10507 Otter Key Ln, Estero, FL 33928",26.447997514838,-81.782449059628
"1887 Sierra Ave, Naples, FL 34120","1887 Sierra Ave, Naples, FL 34120",,
"168 Marseille Dr, Naples, FL 34112","168 Marseille Dr, Naples, FL 34112",26.1173756,-81.7312159
"238 Indies Dr E # 202, Naples, FL 34114","238 Indies Dr East # 202, Naples, FL 34114",26.277415687232,-81.818296762421
"6835 Old Banyan Way, Naples, FL 34109","6835 Old Banyan Way, Naples, FL 34109",26.2277826,-81.7853789
"8813 Madrid Cir, Naples, FL 34104","8813 Madrid Cir, Naples, FL 34104",,
"4988 19th Pl Sw, Naples, FL 34116","4988 19th Pl Sw, Naples, FL 34116",26.192471873788,-81.701337105184
"2657 Aft Ave, Naples, FL 34109","2657 Aft Ave, Naples, FL 34109",26.238806031995,-81.764288832807
"8298 Valiant Dr, Naples, FL 34104","8298 Valiant Dr, Naples, FL 34104",26.153928148491,-81.708080816684
"4065 Sonoma Oaks Cir, Naples, FL 34119","4065 Sonoma Oaks Cir, Naples, FL 34119",,
"4397 Sonoma Oaks Cir, Naples, FL 34119","4397 Sonoma Oaks Cir, Naples, FL 34119",,
"4353 Sonoma Oaks Cir, Naples, FL 34119","4353 Sonoma Oaks Cir, Naples, FL 34119",,
"15143 Sterling Oaks Dr, Naples, FL 34110","15143 Sterling Oaks Dr, Naples, FL 34110",26.314424789863,-81.795734557713
"15286 Summit Place Cir # 175, Naples, FL 34119","15286 Summit Place Cir # 175, Naples, FL 34119",26.255565242105,-81.695039400483
"2233 Anchorage Ln # D, Naples, FL 34104","2233 Anchorage Ln # D, Naples, FL 34104",26.14474849348,-81.778695958043
"984 Chesapeake Bay Ct, Naples, FL 34120","984 Chesapeake Bay Ct, Naples, FL 34120",26.301024915782,-81.590412360926
"1430 Mariposa Cir # 101, Naples, FL 34105","1430 Mariposa Cir # 101, Naples, FL 34105",26.203030959877,-81.742558897304
"4922 Europa Dr, Naples, FL 34105","4922 Europa Dr, Naples, FL 34105",26.203957581424,-81.762169253217
"27062 Kindlewood Ln, Bonita Springs, FL 34134","27062 Kindlewood Ln, Bonita Springs, FL 34134",26.3460895,-81.811111
"4472 Mariner Rd, Bonita Springs, FL 34134","4472 Mariner Rd, Bonita Springs, FL 34134",26.3342531,-81.8266885
"9960 Colonial Walk N, Estero, FL 33928","9960 Colonial Walk North, Estero, FL 33928",26.4254794,-81.7895725
"10586 Tidewater Key Blvd, Estero, FL 33928","10586 Tidewater Key Blvd, Estero, FL 33928",26.442770304662,-81.77925277886
"20127 Torch Key Way, Estero, FL 33928","20127 Torch Key Way, Estero, FL 33928",26.444756310722,-81.775974181077
"241 Fairweather Ln, Fort Myers Beach, FL 33931","241 Fairweather Ln, Fort Myers Beach, FL 33931",26.451408,-81.9449632
"18054 San Carlos Blvd # 160, Fort Myers Beach, FL 33931","18054 San Carlos Blvd # 160, Fort Myers Beach, FL 33931",26.477893735045,-81.951305025645
"4331 Bay Beach Ln # 353, Fort Myers Beach, FL 33931","4331 Bay Beach Ln # 353, Fort Myers Beach, FL 33931",26.411703231095,-81.893973652323
"807 River Point Dr # 105d, Naples, FL 34102","807 River Point Dr # 105d, Naples, FL 34102",26.14071322899,-81.788156900082
"3112 52nd Ter Sw, Naples, FL 34116","3112 52nd Ter Sw, Naples, FL 34116",26.171182865382,-81.710365024166
"732 Hadley St W, Naples, FL 34104","732 Hadley St West, Naples, FL 34104",,
"828 Gulf Pavilion Dr S # 105, Naples, FL 34108","828 Gulf Pavilion Dr South # 105, Naples, FL 34108",26.254120519233,-81.80512365143
"524 Lake Louise Cir # 504, Naples, FL 34110","524 Lake Louise Cir # 504, Naples, FL 34110",26.304878514406,-81.814128107602
"384 Pindo Palm Dr, Naples, FL 34104","384 Pindo Palm Dr, Naples, FL 34104",26.14890681396,-81.712022244139
"4263 Sonoma Oaks Cir, Naples, FL 34119","4263 Sonoma Oaks Cir, Naples, FL 34119",,
"2855 Orange Grove Trl, Naples, FL 34120","2855 Orange Grove Trl, Naples, FL 34120",26.280149186177,-81.592256923021
"7636 Rozzini Ln, Naples, FL 34114","7636 Rozzini Ln, Naples, FL 34114",26.093287862626,-81.673928417056
"27330 Rue De Paix, Bonita Springs, FL 34135","27330 Rue De Paix, Bonita Springs, FL 34135",26.3411534,-81.7510712
"11185 Monte Carlo Blvd, Bonita Springs, FL 34135","11185 Monte Carlo Blvd, Bonita Springs, FL 34135",26.3570967,-81.7696779
"20334 Larino Loop, Estero, FL 33928","20334 Larino Loop, Estero, FL 33928",,
"20128 Torch Key Way, Estero, FL 33928","20128 Torch Key Way, Estero, FL 33928",26.444755486668,-81.776103176315
"7360 Estero Blvd # 901, Fort Myers Beach, FL 33931","7360 Estero Blvd # 901, Fort Myers Beach, FL 33931",26.411872580813,-81.899659141163
"4551 Bay Beach Ln # 352, Fort Myers Beach, FL 33931","4551 Bay Beach Ln # 352, Fort Myers Beach, FL 33931",26.411422263509,-81.897205197941
"11568 Forest Mere Dr, Bonita Springs, FL 34135","11568 Forest Mere Dr, Bonita Springs, FL 34135",26.3506869,-81.762503
"4563 Arboretum Cir # 202, Naples, FL 34120","4563 Arboretum Cir # 202, Naples, FL 34120",,
"201 Arbor Lake Dr # 404, Naples, FL 34110","201 Arbor Lake Dr # 404, Naples, FL 34110",26.302285278778,-81.819071162793
"201 Arbor Lake Dr # 501, Naples, FL 34110","201 Arbor Lake Dr # 501, Naples, FL 34110",26.302285278778,-81.819071162793
"2123 Harbor Ln, Naples, FL 34104","2123 Harbor Ln, Naples, FL 34104",26.1406795,-81.7788361
"5939 Northridge Dr # A35, Naples, FL 34110","5939 Northridge Dr # A35, Naples, FL 34110",26.280596641338,-81.748808541949
"1108 Enbrook Loop, Naples, FL 34114","1108 Enbrook Loop, Naples, FL 34114",,
"4384 Parrot Ave, Naples, FL 34104","4384 Parrot Ave, Naples, FL 34104",26.1430474,-81.7554794
"5270 23rd Ave Sw, Naples, FL 34116","5270 23rd Ave Sw, Naples, FL 34116",26.186436960142,-81.713324254646
"1896 Crestview Way, Naples, FL 34119","1896 Crestview Way, Naples, FL 34119",26.261444522638,-81.708920345838
"4949 Kingston Way, Naples, FL 34119","4949 Kingston Way, Naples, FL 34119",26.256014049294,-81.718930789667
"4599 Chippendale Dr S, Naples, FL 34112","4599 Chippendale Dr South, Naples, FL 34112",26.137008247292,-81.753136819008
"268 Baltusrol Dr, Naples, FL 34113","268 Baltusrol Dr, Naples, FL 34113",26.102687067572,-81.740502215756
"8150 Valiant Dr, Naples, FL 34104","8150 Valiant Dr, Naples, FL 34104",26.150382800471,-81.708414606445
"2353 Ariane Dr, Naples, FL 34112","2353 Ariane Dr, Naples, FL 34112",,
"2007 Sagebrush Cir, Naples, FL 34120","2007 Sagebrush Cir, Naples, FL 34120",26.294649925369,-81.564941374663
"3581 Kent Dr, Naples, FL 34112","3581 Kent Dr, Naples, FL 34112",26.1202321,-81.7428345
"878 Charlemagne Blvd, Naples, FL 34112","878 Charlemagne Blvd, Naples, FL 34112",26.1223626,-81.7344771
"2658 Seychelles Cir # 2506, Naples, FL 34112","2658 Seychelles Cir # 2506, Naples, FL 34112",,
"4596 Centaurus Cir, Naples, FL 34120","4596 Centaurus Cir, Naples, FL 34120",,
"15027 Sterling Oaks Dr, Naples, FL 34110","15027 Sterling Oaks Dr, Naples, FL 34110",,
"194 2nd St, Naples, FL 34113","194 2nd St, Naples, FL 34113",26.078143888545,-81.72479310902
"2642 Orange Grove Trl, Naples, FL 34120","2642 Orange Grove Trl, Naples, FL 34120",26.280666872041,-81.5857366059
"26119 Bonita Fairways Cir, Bonita Springs, FL 34135","26119 Bonita Fairways Cir, Bonita Springs, FL 34135",26.3468705,-81.7897156
"26519 Bonita Fairways Blvd, Bonita Springs, FL 34135","26519 Bonita Fairways Blvd, Bonita Springs, FL 34135",26.3540295,-81.7883256
"27411 Tortoise Trl, Bonita Springs, FL 34135","27411 Tortoise Trl, Bonita Springs, FL 34135",26.3390799,-81.7646033
"25701 Inlet Way Ct, Bonita Springs, FL 34135","25701 Inlet Way Ct, Bonita Springs, FL 34135",26.3648746,-81.8016045
"25833 Pebblecreek Dr, Bonita Springs, FL 34135","25833 Pebblecreek Dr, Bonita Springs, FL 34135",26.3619992,-81.7966686
"4770 Pembrooke Ln, Bonita Springs, FL 34134","4770 Pembrooke Ln, Bonita Springs, FL 34134",26.3844316,-81.8329089
"26403 Clarkston Dr, Bonita Springs, FL 34135","26403 Clarkston Dr, Bonita Springs, FL 34135",26.3559023,-81.8023541
"28005 Boccaccio Way, Bonita Springs, FL 34135","28005 Boccaccio Way, Bonita Springs, FL 34135",26.3311554,-81.70883
"13845 Cleto Dr, Estero, FL 33928","13845 Cleto Dr, Estero, FL 33928",26.435828115526,-81.724511999562
"22060 Spring Mill Ct, Estero, FL 33928","22060 Spring Mill Ct, Estero, FL 33928",26.4192348,-81.8202175
"21450 Strada Nuova Cir # 303, Estero, FL 33928","21450 Strada Nuova Cir # 303, Estero, FL 33928",26.428593749884,-81.803165551113
"22700 Island Pines Way # 503, Fort Myers Beach, FL 33931","22700 Island Pines Way # 503, Fort Myers Beach, FL 33931",26.417250412876,-81.90037063902
"4331 Bay Beach Ln # 152, Fort Myers Beach, FL 33931","4331 Bay Beach Ln # 152, Fort Myers Beach, FL 33931",26.411703231095,-81.893973652323
"4341 Bay Beach Ln # 144, Fort Myers Beach, FL 33931","4341 Bay Beach Ln # 144, Fort Myers Beach, FL 33931",26.41170233767,-81.894019663752
"7360 Estero Blvd # 1107, Fort Myers Beach, FL 33931","7360 Estero Blvd # 1107, Fort Myers Beach, FL 33931",26.411872580813,-81.899659141163
"3954 Coconut Cir N, Naples, FL 34104","3954 Coconut Cir North, Naples, FL 34104",26.1454622,-81.7599196
"28293 Seasons Tide Ave, Bonita Springs, FL 34135","28293 Seasons Tide Ave, Bonita Springs, FL 34135",26.3317128,-81.6799587
"21682 Belvedere Ln, Estero, FL 33928","21682 Belvedere Ln, Estero, FL 33928",26.428083218061,-81.730139797397
"4654 Arboretum Cir # 202, Naples, FL 34120","4654 Arboretum Cir # 202, Naples, FL 34120",,
"226 Indies Dr E # 101, Naples, FL 34114","226 Indies Dr East # 101, Naples, FL 34114",26.277226881912,-81.818476753257
"900 Arbor Lake Dr # 501, Naples, FL 34110","900 Arbor Lake Dr # 501, Naples, FL 34110",26.30217825319,-81.818897766205
"6954 Avalon Cir # 703, Naples, FL 34112","6954 Avalon Cir # 703, Naples, FL 34112",,
"6948 Avalon Cir # 604, Naples, FL 34112","6948 Avalon Cir # 604, Naples, FL 34112",,
"6965 Avalon Cir # 1601, Naples, FL 34112","6965 Avalon Cir # 1601, Naples, FL 34112",,
"6948 Avalon Cir # 608, Naples, FL 34112","6948 Avalon Cir # 608, Naples, FL 34112",,
"7849 Stratford Dr, Naples, FL 34104","7849 Stratford Dr, Naples, FL 34104",26.157093853249,-81.717341304836
"57 Grey Wing Pt, Naples, FL 34113","57 Grey Wing Pt, Naples, FL 34113",26.059621822495,-81.70836249388
"117 Cypress View Dr # C66, Naples, FL 34113","117 Cypress View Dr # C66, Naples, FL 34113",26.057237859856,-81.703563779392
"2951 49th Ln Sw, Naples, FL 34116","2951 49th Ln Sw, Naples, FL 34116",26.174028825621,-81.70511036283
"Xxx Pine Tree Dr, Naples, FL 34112","Xxx Pine Tree Dr, Naples, FL 34112",,
"29 High Point Cir E # 204, Naples, FL 34103","29 High Point Cir East # 204, Naples, FL 34103",26.186793106484,-81.792206134606
"4910 Kingston Way, Naples, FL 34119","4910 Kingston Way, Naples, FL 34119",26.255831920679,-81.719799297154
"5031 Kingston Way, Naples, FL 34119","5031 Kingston Way, Naples, FL 34119",26.256934811441,-81.717422918202
"541 Landmark Dr, Naples, FL 34112","541 Landmark Dr, Naples, FL 34112",26.136234,-81.7530888
"893 Gulf Pavilion Dr # 101, Naples, FL 34108","893 Gulf Pavilion Dr # 101, Naples, FL 34108",26.253436763411,-81.802492344683
"823 Meadowland Dr # B, Naples, FL 34108","823 Meadowland Dr # B, Naples, FL 34108",26.2479129622,-81.798429553436
"2545 Poinciana Dr, Naples, FL 34105","2545 Poinciana Dr, Naples, FL 34105",26.1965257,-81.7813246
"11556 Quail Village Way, Naples, FL 34119","11556 Quail Village Way, Naples, FL 34119",26.280660173745,-81.734206166241
"5220 Tudor Ct, Naples, FL 34112","5220 Tudor Ct, Naples, FL 34112",26.1182075,-81.7437493
"10841 Breaker Ln, Naples, FL 34109","10841 Breaker Ln, Naples, FL 34109",26.271805392195,-81.763378898915
"2640 Seychelles Cir # 2804, Naples, FL 34112","2640 Seychelles Cir # 2804, Naples, FL 34112",,
"4283 Sonoma Oaks Cir, Naples, FL 34119","4283 Sonoma Oaks Cir, Naples, FL 34119",,
"4279 Sonoma Oaks Cir, Naples, FL 34119","4279 Sonoma Oaks Cir, Naples, FL 34119",,
"159 7th St, Naples, FL 34113","159 7th St, Naples, FL 34113",26.074803952298,-81.72883910421
"1892 Par Dr, Naples, FL 34120","1892 Par Dr, Naples, FL 34120",26.287442746132,-81.579575157748
"7566 N Rockefeller Dr, Naples, FL 34119","7566 North Rockefeller Dr, Naples, FL 34119",,
"7949 Umberto Ct, Naples, FL 34114","7949 Umberto Ct, Naples, FL 34114",26.088093339576,-81.674401921601
"5021 Ventura Ct, Naples, FL 34109","5021 Ventura Ct, Naples, FL 34109",26.242520726802,-81.739439184119
"3002 Via Palma, Naples, FL 34109","3002 Via Palma, Naples, FL 34109",26.243179803216,-81.745055556578
"4079 Los Altos Ct, Naples, FL 34109","4079 Los Altos Ct, Naples, FL 34109",26.236022386509,-81.744106241709
"968 Chesapeake Bay Ct, Naples, FL 34120","968 Chesapeake Bay Ct, Naples, FL 34120",26.301006840276,-81.590814761605
"98 Johnnycake Dr, Naples, FL 34110","98 Johnnycake Dr, Naples, FL 34110",26.276841925697,-81.763962747623
"28037 Eastbrook Dr, Bonita Springs, FL 34135","28037 Eastbrook Dr, Bonita Springs, FL 34135",26.329923749767,-81.76776549009
"25580 Springtide Ct, Bonita Springs, FL 34135","25580 Springtide Ct, Bonita Springs, FL 34135",26.3671248,-81.8034866
"12646 Buttonbush Pl, Bonita Springs, FL 34135","12646 Buttonbush Pl, Bonita Springs, FL 34135",26.321287,-81.7417868
"10151 Main Dr, Bonita Springs, FL 34135","10151 Main Dr, Bonita Springs, FL 34135",26.3399786,-81.784644
"10170 Main Dr, Bonita Springs, FL 34135","10170 Main Dr, Bonita Springs, FL 34135",26.3398161,-81.7845307
"28295 Captiva Shell Loop, Bonita Springs, FL 34135",28295 C,,
"4717 Tahiti Dr, Bonita Springs, FL 34134","4717 Tahiti Dr, Bonita Springs, FL 34134",26.3762739,-81.8309562
"28552 Hammerhead Ln, Bonita Springs, FL 34135","28552 Hammerhead Ln, Bonita Springs, FL 34135",26.3237114,-81.7008293
"28827 Xenon Way, Bonita Springs, FL 34135","28827 Xenon Way, Bonita Springs, FL 34135",26.3191459,-81.6992423
"13371 Southampton Dr, Bonita Springs, FL 34135","13371 Southampton Dr, Bonita Springs, FL 34135",26.3245145,-81.7302365
"13060 Southampton Dr, Bonita Springs, FL 34135","13060 Southampton Dr, Bonita Springs, FL 34135",26.3305888,-81.7271746
"13120 Southampton Dr, Bonita Springs, FL 34135","13120 Southampton Dr, Bonita Springs, FL 34135",26.3305888,-81.7271746
"20116 Castlemaine Ave, Estero, FL 33928","20116 Castlemaine Ave, Estero, FL 33928",26.447876,-81.7974919
"20084 Castlemaine Ave, Estero, FL 33928","20084 Castlemaine Ave, Estero, FL 33928",26.448394,-81.7976099
"23161 Fashion Dr # 7206, Estero, FL 33928","23161 Fashion Dr # 7206, Estero, FL 33928",26.401353684559,-81.807027243784
"22301 Piazza Doria Ln # 203, Estero, FL 33928","22301 Piazza Doria Ln # 203, Estero, FL 33928",26.41519208426,-81.807961493436
"3536 Cherry Blossom Ct # 201, Estero, FL 33928","3536 Cherry Blossom Ct # 201, Estero, FL 33928",26.423019079874,-81.813733070348
"13527 San Georgio Dr, Estero, FL 33928","13527 San Georgio Dr, Estero, FL 33928",26.436699994779,-81.735057782968
"19673 Villa Rosa Loop, Estero, FL 33967","19673 Villa Rosa Loop, Estero, FL 33967",26.4499214,-81.8029631
"19319 Silver Oak Dr, Estero, FL 33967","19319 Silver Oak Dr, Estero, FL 33967",26.45800071483,-81.81981130433
"10641 Jackson Square Dr, Estero, FL 33928","10641 Jackson Square Dr, Estero, FL 33928",26.44293193875,-81.777281519124
"20123 Torch Key Way, Estero, FL 33928","20123 Torch Key Way, Estero, FL 33928",26.44485664178,-81.77598913426
"18297 Ridgeline Dr, Estero, FL 33928","18297 Ridgeline Dr, Estero, FL 33928",,
"20230 Napa Loop, Estero, FL 33928","20230 Napa Loop, Estero, FL 33928",,
"18068 San Carlos Blvd # 526, Fort Myers Beach, FL 33931","18068 San Carlos Blvd # 526, Fort Myers Beach, FL 33931",26.477632999094,-81.951298412785
"22700 Island Pines Way # 301, Fort Myers Beach, FL 33931","22700 Island Pines Way # 301, Fort Myers Beach, FL 33931",26.417250412876,-81.90037063902
"7360 Sw Estero Blvd # 306, Fort Myers Beach, FL 33931","7360 Sw Estero Blvd # 306, Fort Myers Beach, FL 33931",26.411872580813,-81.899659141163
"7300 Estero Blvd, Fort Myers Beach, FL 33931","7300 Estero Blvd, Fort Myers Beach, FL 33931",26.4123333,-81.8998582
"6900 Estero Blvd # 408, Fort Myers Beach, FL 33931","6900 Estero Blvd # 408, Fort Myers Beach, FL 33931",26.415887429006,-81.901152499014
"4253 Bay Beach Ln # G1, Fort Myers Beach, FL 33931","4253 Bay Beach Ln # G1, Fort Myers Beach, FL 33931",26.410437176376,-81.891036182578
"4203 Bay Beach Ln # 3e, Fort Myers Beach, FL 33931","4203 Bay Beach Ln # 3e, Fort Myers Beach, FL 33931",26.409804796654,-81.888940654625
"4203 Bay Beach Ln # 5, Fort Myers Beach, FL 33931","4203 Bay Beach Ln # 5, Fort Myers Beach, FL 33931",26.409804796654,-81.888940654625
"238 Indies Dr E # 101, Naples, FL 34114","238 Indies Dr East # 101, Naples, FL 34114",26.277415687232,-81.818296762421
"1483 Oceania Dr S, Naples, FL 34113","1483 Oceania Dr South, Naples, FL 34113",26.053085827538,-81.711299146498
"20005 Parrot Key Ct, Estero, FL 33928","20005 Parrot Key Ct, Estero, FL 33928",26.448549519558,-81.775152721753
"6916 Avalon Cir # 108, Naples, FL 34112","6916 Avalon Cir # 108, Naples, FL 34112",,
"827 Hampton Cir # 146, Naples, FL 34105","827 Hampton Cir # 146, Naples, FL 34105",26.199559226723,-81.737900203184
"27585 Imperial Shores Blvd, Bonita Springs, FL 34134","27585 Imperial Shores Blvd, Bonita Springs, FL 34134",26.335515,-81.8274053
"28033 Narwhal Way, Bonita Springs, FL 34135","28033 Narwhal Way, Bonita Springs, FL 34135",26.330527,-81.7047868
"22338 Fountain Lakes Blvd, Estero, FL 33928","22338 Fountain Lakes Blvd, Estero, FL 33928",26.416115313072,-81.816763339628
"2653 Seychelles Dr # 2104, Naples, FL 34112","2653 Seychelles Dr # 2104, Naples, FL 34112",,
"27830 Old Seaboard Rd, Bonita Springs, FL 34135","27830 Old Seaboard Rd, Bonita Springs, FL 34135",26.333955,-81.7921059
"144 Glen Eagle Cir, Naples, FL 34104","144 Glen Eagle Cir, Naples, FL 34104",26.152951957098,-81.727256415417
"7360 Estero Blvd # 605, Fort Myers Beach, FL 33931","7360 Estero Blvd # 605, Fort Myers Beach, FL 33931",26.411872580813,-81.899659141163
"7203 Salerno Ct, Naples, FL 34114","7203 Salerno Ct, Naples, FL 34114",26.085863235692,-81.683717989843
"274 Indies Dr E, Naples, FL 34114","274 Indies Dr East, Naples, FL 34114",,
"1711 Smugglers Cv, Naples, FL 34112","1711 Smugglers Cv, Naples, FL 34112",26.1331274,-81.7822645
"7829 Stratford Dr, Naples, FL 34104","7829 Stratford Dr, Naples, FL 34104",26.156858372559,-81.717633973261
"213 Countryside Dr Nw, Naples, FL 34104","213 Countryside Dr Nw, Naples, FL 34104",26.152729546589,-81.723053181185
"1700 42nd Ter Sw, Naples, FL 34116","1700 42nd Ter Sw, Naples, FL 34116",26.197129803947,-81.692558574072
"5401 32nd Ave Sw, Naples, FL 34116","5401 32nd Ave Sw, Naples, FL 34116",26.169497128411,-81.715162871536
"2301 Palm St, Naples, FL 34112","2301 Palm St, Naples, FL 34112",26.131465,-81.778616
"4679 Ossabaw Way, Naples, FL 34119","4679 Ossabaw Way, Naples, FL 34119",26.254514008561,-81.712748638049
"592 Crossfield Cir, Naples, FL 34104","592 Crossfield Cir, Naples, FL 34104",26.1603763,-81.7456009
"2135 Marquesa Cir, Naples, FL 34112","2135 Marquesa Cir, Naples, FL 34112",26.133757996773,-81.72709181798
"2474 Heydon Cir E, Naples, FL 34120","2474 Heydon Cir East, Naples, FL 34120",26.297120884675,-81.562759852545
"1296 Barrigona Ct, Naples, FL 34119","1296 Barrigona Ct, Naples, FL 34119",26.268268237515,-81.716559465921
"14725 Sutherland Ave # 107, Naples, FL 34119","14725 Sutherland Ave # 107, Naples, FL 34119",,
"1658 Double Eagle Trl, Naples, FL 34120","1658 Double Eagle Trl, Naples, FL 34120",26.283623055125,-81.578659335085
"7615 Novara Ct, Naples, FL 34114","7615 Novara Ct, Naples, FL 34114",26.093422837252,-81.676596666455
"634 12th Ave S # 634, Naples, FL 34102","634 12th Ave South # 634, Naples, FL 34102",26.132413938256,-81.797237233581
"1370 Mariposa Cir # 102, Naples, FL 34105","1370 Mariposa Cir # 102, Naples, FL 34105",26.20231953519,-81.742002939448
"108 Clubhouse Dr # 364, Naples, FL 34105","108 Clubhouse Dr # 364, Naples, FL 34105",26.176920909552,-81.784320859464
"26950 Sammoset Way, Bonita Springs, FL 34135","26950 Sammoset Way, Bonita Springs, FL 34135",26.3473728,-81.7890965
"3861 Ken's Way # 506, Bonita Springs, FL 34134","3861 Ken's Way # 506, Bonita Springs, FL 34134",26.331996771871,-81.818904625407
"11515 Forest Mere Dr, Bonita Springs, FL 34135","11515 Forest Mere Dr, Bonita Springs, FL 34135",26.3496967,-81.7620332
"25701 Old Gaslight Dr, Bonita Springs, FL 34135","25701 Old Gaslight Dr, Bonita Springs, FL 34135",26.3669299,-81.7902199
"13509 San Georgio Dr, Estero, FL 33928","13509 San Georgio Dr, Estero, FL 33928",26.436662593528,-81.735951189125
"20301 Rookery Dr, Estero, FL 33928","20301 Rookery Dr, Estero, FL 33928",26.4448098,-81.7959698
"21216 Waymouth Run, Estero, FL 33928","21216 Waymouth Run, Estero, FL 33928",26.438076629045,-81.763700375791
"8524 Fairway Bend Dr, Estero, FL 33967","8524 Fairway Bend Dr, Estero, FL 33967",26.46211298122,-81.814150616341
"8534 Fairway Bend Dr, Estero, FL 33967","8534 Fairway Bend Dr, Estero, FL 33967",26.462092532561,-81.814022419
"4371 Bay Beach Ln # 411, Fort Myers Beach, FL 33931","4371 Bay Beach Ln # 411, Fort Myers Beach, FL 33931",26.411699657396,-81.89415769804
"7360 Estero Blvd # 807, Fort Myers Beach, FL 33931","7360 Estero Blvd # 807, Fort Myers Beach, FL 33931",26.411872580813,-81.899659141163
"210 Estrellita Dr, Fort Myers Beach, FL 33931","210 Estrellita Dr, Fort Myers Beach, FL 33931",26.406947,-81.884771
"8771 Estero Blvd # 807, Fort Myers Beach, FL 33931","8771 Estero Blvd # 807, Fort Myers Beach, FL 33931",26.402141719919,-81.872143863339
"6151 Estero Blvd # 3, Fort Myers Beach, FL 33931","6151 Estero Blvd # 3, Fort Myers Beach, FL 33931",26.424252757517,-81.905606605151
"3837 Estey Ave, Naples, FL 34104","3837 Estey Ave, Naples, FL 34104",26.1423295,-81.7609484
"5480 Estero Blvd # 401, Fort Myers Beach, FL 33931","5480 Estero Blvd # 401, Fort Myers Beach, FL 33931",26.431702479531,-81.914868205739
"10890 Orangewood Dr, Bonita Springs, FL 34135","10890 Orangewood Dr, Bonita Springs, FL 34135",26.3378564,-81.7717698
"2652 Seychelles Dr # 2608, Naples, FL 34112","2652 Seychelles Dr # 2608, Naples, FL 34112",,
"8992 Madrid Cir, Naples, FL 34104","8992 Madrid Cir, Naples, FL 34104",26.156254321004,-81.692009719123
"27617 Los Amigos Ln, Bonita Springs, FL 34135","27617 Los Amigos Ln, Bonita Springs, FL 34135",26.335939,-81.7991337
"6966 Avalon Cir # 905, Naples, FL 34112","6966 Avalon Cir # 905, Naples, FL 34112",,
"1302 Park Lake Dr # R, Naples, FL 34110","1302 Park Lake Dr # R, Naples, FL 34110",26.287928251322,-81.793321448689
"3587 Kent Dr, Naples, FL 34112","3587 Kent Dr, Naples, FL 34112",26.1201421,-81.742832
"2653 Seychelles Cir # 2107, Naples, FL 34112","2653 Seychelles Cir # 2107, Naples, FL 34112",,
"28391 Capitva Shell Loop Loop, Bonita Springs, FL 34135","28391 Capitva Shell Loop Loop, Bonita Springs, FL 34135",,
"20651 Horse Hame Holw, Estero, FL 33928","20651 Horse Hame Holw, Estero, FL 33928",26.439880079873,-81.794341529627
"20030 Parrot Key Ct, Estero, FL 33928","20030 Parrot Key Ct, Estero, FL 33928",26.448119475875,-81.775282012725
"7400 Estero Blvd # 315, Fort Myers Beach, FL 33931","7400 Estero Blvd # 315, Fort Myers Beach, FL 33931",26.410661560484,-81.899148705854
"4511 Bay Beach Ln # 111, Fort Myers Beach, FL 33931","4511 Bay Beach Ln # 111, Fort Myers Beach, FL 33931",26.411638464564,-81.896737723675
"4639 Parrot Ave, Naples, FL 34104","4639 Parrot Ave, Naples, FL 34104",26.1432491,-81.752579
